in:wysokość*5,in:ilość wcięć w piętrach (ilość szprosów*3),in:skręcenie szprosów (*5 stopni),in:R okręgu 1 *3,in:R okręgu 5 *3,img
34,7,0,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu139_Rokręgu535_Perspective.png
35,7,0,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu139_Rokręgu535_Perspective.png
32,4,1,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
33,4,1,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
34,4,1,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
35,4,1,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
32,5,1,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
33,5,1,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
34,5,1,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
35,5,1,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
32,6,1,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
33,6,1,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
34,6,1,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
35,6,1,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
32,7,1,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
33,7,1,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
34,7,1,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
35,7,1,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu139_Rokręgu535_Perspective.png
32,4,2,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
33,4,2,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
34,4,2,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
35,4,2,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
32,5,2,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
33,5,2,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
34,5,2,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
35,5,2,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
32,6,2,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
33,6,2,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
34,6,2,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
35,6,2,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
32,7,2,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
33,7,2,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
34,7,2,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
35,7,2,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)2_Rokręgu139_Rokręgu535_Perspective.png
32,4,3,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
33,4,3,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
34,4,3,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
35,4,3,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
32,5,3,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
33,5,3,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
34,5,3,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
32,7,3,9,5,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
33,7,3,9,5,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
34,7,3,9,5,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
35,7,3,9,5,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)3_Rokręgu139_Rokręgu535_Perspective.png
32,4,0,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
33,4,0,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
34,4,0,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
35,4,0,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
32,5,0,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
33,5,0,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
34,5,0,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
35,5,0,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
32,6,0,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
33,6,0,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
34,6,0,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
35,6,0,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
32,7,0,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
33,7,0,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
34,7,0,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
35,7,0,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu137_Rokręgu536_Perspective.png
32,4,1,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
33,4,1,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
34,4,1,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
35,4,1,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
32,5,1,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
33,5,1,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
34,5,1,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
35,5,1,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
32,6,1,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
33,6,1,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
34,6,1,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
35,6,1,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
32,7,1,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
33,7,1,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
34,7,1,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
35,7,1,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu137_Rokręgu536_Perspective.png
32,4,2,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
33,4,2,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
34,4,2,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
35,4,2,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
32,5,2,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
33,5,2,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
34,5,2,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
35,5,2,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
32,6,2,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
33,6,2,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
34,6,2,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
35,6,2,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
32,7,2,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
33,7,2,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
34,7,2,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
35,7,2,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)2_Rokręgu137_Rokręgu536_Perspective.png
32,4,3,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
33,4,3,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
34,4,3,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
35,4,3,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
32,5,3,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
33,5,3,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
34,5,3,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
35,5,3,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
32,6,3,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
33,6,3,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
34,6,3,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
35,6,3,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
32,7,3,7,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
33,7,3,7,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
34,7,3,7,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
35,7,3,7,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)3_Rokręgu137_Rokręgu536_Perspective.png
32,4,0,8,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
33,4,0,8,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
34,4,0,8,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
35,4,0,8,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
32,5,0,8,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
33,5,0,8,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
34,5,0,8,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
35,5,0,8,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
32,6,0,8,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
33,6,0,8,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
34,6,0,8,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
35,6,0,8,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
32,7,0,8,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
33,7,0,8,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
34,7,0,8,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
35,7,0,8,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)0_Rokręgu138_Rokręgu536_Perspective.png
32,4,1,8,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
33,4,1,8,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
34,4,1,8,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
35,4,1,8,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
32,5,1,8,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
33,5,1,8,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
34,5,1,8,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
35,5,1,8,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)5_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
32,6,1,8,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
33,6,1,8,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
34,6,1,8,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
35,6,1,8,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)6_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
32,7,1,8,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
33,7,1,8,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
34,7,1,8,6,wysokość534_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
35,7,1,8,6,wysokość535_ilośćwcięćwpiętrach(ilośćszprosów3)7_skręcenieszprosów(5stopni)1_Rokręgu138_Rokręgu536_Perspective.png
32,4,2,8,6,wysokość532_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu138_Rokręgu536_Perspective.png
33,4,2,8,6,wysokość533_ilośćwcięćwpiętrach(ilośćszprosów3)4_skręcenieszprosów(5stopni)2_Rokręgu138_Rokręgu536_Perspective.png
